#SEED: 0.25692831608466804
SAT0,-49.50486541299451,-0.8180805440385086,531.5850243866768
SAT1,-36.02717202926247,107.94075651538537,394.7872338512519
SAT2,-58.15714386938863,-99.5472667822035,420.2981298551889
SAT3,-23.69308589165179,-74.30029818485174,622.2468392061153
SAT4,-76.19602184821686,-79.34593820000363,459.53028264810155
SAT5,33.93850960809364,-125.11134933077159,553.8155707756976
SAT6,-20.343766282202694,52.359663681442015,328.3636568016388
SAT7,4.58024363359641,-44.092718445149416,475.0038732461819
SAT8,89.72440944102073,-87.1874743927803,309.2742436851123
SAT9,-39.19171617723604,-114.0938100139537,437.80498595089364
SAT10,-50.26601022069178,-163.05102339219494,348.9842456927407
SAT11,-58.195281855900674,48.709751324339464,456.3963518721618
SAT12,17.283875174036538,137.0397121182948,311.70817035568285
SAT13,76.86127481052137,-82.46036728927253,519.9420299964884
SAT14,45.87351767655332,11.749736393639779,635.5204353031725
SAT15,40.88259035863348,-25.911901398683312,515.6696302932861
SAT16,-19.635705459036686,-160.81053086957832,355.852659340007
SAT17,-83.40660765484522,-20.312860729188458,468.5018369443583
SAT18,-32.66745558717339,88.61223274781395,585.6557802222471
SAT19,-52.106466261522264,-117.16690414514804,420.80542182530246
ROUTE,-39.422675395560965,21.031262490456015,81.37480083331701,9.387963594363015
