#SEED: 0.978262230521068
SAT0,4.923851337320883,-61.67956944791571,645.4701568685335
SAT1,47.12593753830723,-74.36880800949066,602.5080927407023
SAT2,-75.26655541290427,34.74170412838137,506.11586027911915
SAT3,-54.62240950729576,-177.2130322811742,613.926391524596
SAT4,24.332405482796474,-140.10684348324008,406.8683536384446
SAT5,-84.379121624418,102.1945434124018,348.66377439512223
SAT6,-89.78194577439588,129.05521374880863,336.9354126369004
SAT7,19.637475941683647,-67.62063836094755,392.78636286843926
SAT8,40.31933627205197,-1.8643309361732179,623.824347123593
SAT9,-5.084759932841791,107.85716793461091,601.1167669857437
SAT10,65.27495102017565,-112.38280762144505,572.2416078401543
SAT11,-13.29987259538143,-12.432425197892456,542.1490449744392
SAT12,12.763961234677495,-41.579710165441554,355.9097302041142
SAT13,12.46484962269679,-12.843569685727317,443.50872432390844
SAT14,-42.993920532250804,-146.12883161204215,548.2808532279925
SAT15,21.905677769142585,-3.725182272591212,384.35154394489376
SAT16,-8.262051313378791,-36.6090279151249,683.175474471269
SAT17,-2.9641156712064003,-100.61903750653774,673.9786423454219
SAT18,54.773126607197014,48.95915302170758,377.7368629690901
SAT19,-22.56248645156812,-113.18243368513122,374.4666509556581
ROUTE,15.220476936762012,-8.08989493125867,-86.40210793863208,-37.811202617134285
